,Skoda,Fabia,1.4L TDI 80 hp 3cyl.,4.6,1422,185/60 R14
,Volkswagen,Passat,3.2L V6 FSI 250 hp DSG 6 4Motion,9.8,3168,235/45 R17
,Seat,Altea,1.4L TSI 125 hp,6.4,1390,205/55 R16
,Citroen,C4 Picasso Excl. +,1.6L HDi FAP 110 hp AMT,5.4,1560,215/45 R18
,Volkswagen,Crosspolo,1.4L 100 hp,6.8,1390,215/40 R17 Z
,Audi,A3,2.0L TDI 140 hp DPF S-tronic 6,5.4,1968,205/55 R16
,Volkswagen,Passat,2.0L TDI CR 170 hp DPF DSG 6,6.1,1968,215/55 R16
,Volkswagen,Tiguan,2.0L TSI 170 hp 4Motion,8.9,1984,215/60 R17
,Peugeot,407 SW,2.2L 163 hp,9.2,2231,215/55 R17
,Seat,Altea Sport,2.0L TDI CR 170 hp DPF,5.6,1968,225/45 R17
,Peugeot,207 CC,1.6L HDi FAP 110 hp,5.2,1560,195/55 R16 V
,Volkswagen,Golf,1.4L TSI 122 hp DSG 7,6,1390,195/65 R15
,Audi,TT RS Roadster,2.5L 340 hp quattro 5 cyl.,9.5,2480,245/40 R18 93 Y
,Mitsubishi,Colt,1.1L 75 hp,4.9,1124,195/50 R15
,Dacia,Sandero,1.4L 75 hp,7,1390,185/65 R15
,Skoda,Roomster Scoot,1.6L 105 hp,7,1598,205/40 R17
,Renault,Scénic (2006) 5 pl.,1.5L dCi 105 hp,5.2,1461,195/65 R15
,Peugeot,407,2.0L 140 hp,8.1,1997,215/55 R17
,Citroen,C4 coupé,1.4L 90 hp,6.4,1361,195/65 R15
,Peugeot,607,3.0L V6 210 hp AT,10.2,2946,225/50 R17 Y
,Skoda,Octavia,1.6L 102 hp,7.4,1595,195/65 R15
,Renault,Scénic (2006) 5 pl.,1.6L 110 hp AT,8,1598,205/55 R 16
,Skoda,Fabia Combi,1.4L TDI 80 hp 3 cyl.,4.6,1422,185/60 R14
,Renault,Scenic,1.5L dCi 105 hp,4.9,1461,205/60 R15
,Citroen,C8 (2002),2.0L HDi FAP 110 hp,7.2,1997,215/65 R15 H
,Peugeot,407 SW,2.7L V6 HDi FAP 204 hp AT,8.5,2721,235/45 R18
,Citroen,C4 coupé VTS +,2.0L HDi FAP 140 hp,5.3,1997,205/50 R17
,Volkswagen,Tiguan,2.0L TDI 140 hp 4Motion,6.4,1968,215/60 R17
,Peugeot,107 2-Tronic,1.0L 68 hp 3 Cyl.,4.6,998,155/65 R14 T
,Citroen,C4 Picasso 7 pl.,1.6L THP 150 hp AMT,7.3,1598,215/55 R16
,Skoda,Roomster,1.6L 105 hp,7,1598,195/55 R15
,Audi,S4,3.0L V6 TFSI 333 hp quattro S-tronic 7,9.4,2995,245/40 R18
,Citroen,C4 Picasso Excl. + 7 pl.,2.0L HDi FAP 135 hp AMT,6,1997,215/45 R18
,Nissan,X-Trail Plat.,2.0L dCi 150 hp AT,8.1,1995,215/55 R18
,Audi,A3,1.9L TDI 105 hp,5.1,1896,205/55 R16
,Nissan,Micra,1.4L 88 hp,6.3,1386,175/60 R15
,Seat,Cordoba Sport,1.9L TDI 100 hp,4.9,1896,205/45 R16
,Peugeot,308 GT,1.6L THP 175 hp,7.6,1598,225/40 R18
,Nissan,X-Trail SE,2.0L dCi 150 hp,7.1,1998,215/60 R17
,Volkswagen,Eos,2.0L TDI CR 140 hp DPF,5.8,1968,235/45 R17
,Volkswagen,Tiguan,1.4L TSI 150 hp 4Motion,8,1390,215/60 R17
,Renault,Vel Satis,2.0L dCi 175 hp,7.3,1995,225/55 R17
,Renault,Grand Scénic 7 pl.,1.6L 110 hp,7.5,1598,205/60 R16
,Citroen,C3 XTR,1.4L HDi 70 hp,4.4,1399,185/60 R15
,Mitsubishi,Colt CZ3 (2004),1.3L 95 hp,6,1332,195/50 R15
,Skoda,Superb,2.0L TDI 170 hp DPF,5.8,1968,205/55 R16
,Renault,Grand Scénic 7 pl.,1.5L dCi 105 hp,5.1,1461,205/60 R16
,Citroen,C1,1.4L HDi 55 hp,4.1,1399,155/65 R14
,Renault,Megane 2 (2006) Dyn,1.5L dCi 100 hp,4.5,1461,205/55 R16
,Renault,Megane 2 CC Dyn,1.9L dCi 120 hp,5.5,1870,205/60 R16
,Peugeot,407 SW,2.2L HDi FAP 170 hp,6.2,2179,215/55 R17
,Peugeot,308 SW Prem.,2.0L HDi FAP 136 hp AT,7.1,1997,225/45 R17
,Mitsubishi,Colt Allshift Instyle (2004),1.5L DI-D 95 hp,4.4,1493,205/45 R16
,Peugeot,207 SW,1.4L VTi 95 hp,6.3,1397,185/65 R15 T
,Seat,Alhambra,1.8L 150 hp,9.4,1781,225/45 R17
,Peugeot,308 SW Sport,2.0L HDi FAP 136 hp AT,7.1,1997,215/55 R16
,Mitsubishi,Lancer Instyle,2.0L DI-D 140 hp,6.3,1968,215/45 R18
,Seat,Altea,1.6L 102 hp,7.3,1595,195/65 R15
,Skoda,Roomster Sport,1.9L TDI 105 hp,5.4,1896,205/45 R16
,Peugeot,207 SW Sport,1.6L HDi 90 hp,4.5,1560,195/55 R16 V
,Citroen,C8,2.0L HDi 120 hp,6.9,1997,215/60 R16 H
,Volkswagen,Golf Variant,1.9L TDI 105 hp,5.2,1896,205/55 R16
,Audi,A3 Cabrio Ambition,2.0L TDI 140 hp DPF,5.3,1968,225/45 R17
,Renault,Scénic (2006) 5 pl. Dyn,1.9L dCi 130 hp AT,7.1,1870,205/60 R16
,Mitsubishi,Grandis,2.0L DI-D 140 hp,6.6,1968,215/60 R16
,Mitsubishi,Lancer Sportback Ralliart,2.0L T 240 hp,10.2,1998,215/45 R18
,Renault,Espace,2.2L dCi 150 hp,7.6,2188,225/55 R17
,Seat,Ibiza (2006),1.4L TDI 70 hp 3 cyl.,4.7,1422,195/55 R15
,Audi,A4,2.0L TFSI 180 hp,6.6,1984,225/55 R16
,Seat,Ibiza (2006) Sport,1.4L TDI 80 hp 3 cyl.,4.6,1422,205/45 R16
,Nissan,Murano (2005),3.5L V6 234 hp hpT,12.3,3498,225/65 R18 103 H
,Audi,A4 Avant,2.0L TFSI 211 hp multitronic,7.3,1984,225/55 R16
,Skoda,Superb Elegance,1.8L TSI 160 hp,7.6,1798,225/45 R17
,Mitsubishi,Outlander,2.4L 170 hp,9.2,2360,215/70 R16
,Volkswagen,Passat R-Line,2.0L TDI CR 140 hp DPF,5.6,1968,235/45 R17
,Audi,A5,2.0L TFSI 180 hp,6.4,1984,225/50 R17
,Renault,Grand Scénic (2006) 7 pl.,2.0L 135 hp,8.2,1998,205/60 R16
,Volkswagen,Touran,2.0L TDI 140 hp DSG 6,6.5,1968,205/55 R16
,Audi,A3 Ambiente,1.8L TFSI 160 hp,6.7,1798,225/45 R17
,Peugeot,807 (2002) SR,2.0L 136 hp,9.1,1997,205/65 R15 H
,Audi,S5,4.2L V8 350 hp quattro tiptronic,10.1,4163,245/40 R18
,Renault,Megane 2 Grand Tour,2.0L 130 hp,8,1998,195/65 R16
,Nissan,Qashqai Acenta,2.0L 140 hp 4x4,8.4,1997,215/60 R17
,Peugeot,308 Prem. 5p,1.6L THP 150 hp,7.2,1598,225/45 R17
,Peugeot,4007,2.2L HDi 156 hp FAP,7.2,2179,215/70 R16
,Audi,TTS,2.0L TFSI 272 hp quattro,8.1,1984,245/40 R18 93 Y
,Citroen,C4 coupé VTS,1.6L HDi FAP 110 hp AMT,4.5,1560,205/50 R17
,Audi,A4,2.0L TFSI 211 hp quattro,7.4,1984,225/55 R16
,Nissan,Qashqai +2,1.6L 115 hp,7,1598,215/65 R16
,Renault,Scenic,2.0L dCi 160 hp,6.6,1995,225/50 R17
,Dacia,Logan (2005 & 2007),1.4L 75 hp,6.9,1390,185/65 R15
,Volkswagen,Passat,1.8L TSI 160 hp,7.6,1798,215/55 R16
,Skoda,Fabia Sport,1.6L 105 hp,6.9,1598,195/55 R15
,Renault,Laguna Coupé,2.0L dCi 150 hp AT,7,1995,215/50 R17
,Volkswagen,Touran (2003) Trendline,2.0L TDI 136 hp,6,1968,205/55 R16 V
,Peugeot,3008,1.6L HDi FAP 110 hp AMT,4.9,1560,215/60 R16
,Citroen,C3 pluriel (2002) Sensodrive,1.6L 110 hp,6.6,1587,185/65 R15
,Renault,Grand Espace,2.0L dCi 150 hp,7.4,1995,225/55 R17
,Volkswagen,Touran (2003) Highline,2.0L TDI 136 hp,6,1968,205/55 R16
,Seat,Ibiza (2006) Sport,1.9L TDI 100 hp,4.9,1896,205/45 R16
,Citroen,C4 Picasso Excl. 7 pl.,1.6L HDi FAP 110 hp AMT,5.4,1560,215/50 R17
,Renault,Espace Pri.,2.0L dCi 175 hp,7.4,1995,225/55 R17
,Volkswagen,Golf (2007) GT Sport 3p.,1.4L TSI 122 hp,6.3,1390,205/55 R16
,Nissan,Tiida,1.8L 126 hp,7.8,1798,195/65 R15
,Renault,Clio  Exc,1.5L dCi 105 hp,4.3,1461,195/50 R16
,Nissan,Qashqai Tekna Sp.,1.5L dCi 105 hp,5.2,1461,215/55 R18
,Nissan,Qashqai Acenta,2.0L dCi 150 hp,6.6,1995,215/60 R17
,Peugeot,308 SW,1.6L VTi 120 hp,6.9,1598,195/65 R15
,Audi,A4,2.0L TDI 143 hp DPF quattro,5.9,1968,225/55 R16
,Audi,A3 Ambiente,1.4L TFSI 125 hp S-tronic 7,5.6,1390,225/45 R17
,Renault,Laguna Dyn.,2.0L dCi 130 hp,6,1995,215/50 R17
,Seat,Altea XLSport,2.0L TDI CR 170 hp DPF,5.7,1968,225/45 R17
,Citroen,C4 Picasso,1.6L THP 150 hp AMT,7.3,1598,215/55 R16
,Citroen,C3,1.6L 110 hp,6.5,1587,195/50 R16
,Audi,TT,3.2L V6 250 hp quattro S-tronic 6,9.4,3189,245/45 R17
,Audi,TT Roadster,1.8L TFSI 160 hp,6.9,1798,225/55 R16 95 W
,Audi,A5 Cabrio,2.0L TFSI 180 hp multitronic,7.4,1984,225/50 R17
,Citroen,C3 (2002),1.4L 73 hp,6.2,1361,165/70 R14
,Skoda,Roomster,1.4L TDI 70 hp 3 cyl.,5.3,1422,195/55 R15
,Skoda,Roomster,1.9L TDI 105 hp,5.4,1896,195/55 R15
,Skoda,Roomster,1.4L 85 hp,6.8,1390,195/55 R15
,Audi,A5,2.7L V6 TDI 190 hp PDF,6,2698,225/50 R17
,Citroen,C-Crosser,2.2L HDi FAP 160 hp,7.2,2179,215/70 R16
,Volkswagen,Jetta,2.0L TDI 140 hp DSG 6,6.1,1968,205/55 R16
,Volkswagen,Passat R-Line,2.0L TDI CR 140 hp DPF DSG 6,6,1968,235/45 R17
,Seat,Toledo Sport-up,2.0L TDI 140 hp DSG 6,6,1968,225/45 R17
,Citroen,C5 Tourer S,1.6L HDi FAP 110 hp,5.7,1560,225/55 R17
,Volkswagen,Passat Variant,2.0L TDI CR 170 hp DPF,5.7,1968,215/55 R16
,Nissan,X-Trail SE,2.0L dCi 150 hp AT,8.1,1995,215/60 R17
,Nissan,X-Trail SE,2.0L 141 hp,8.7,1997,215/46 R17
,Skoda,Fabia Young,1.2L 70 hp 3 cyl.,5.9,1198,185/60 R14
,Skoda,Octavia Combi Laurin&Klement,1.8L TSI 160 hp,7,1798,225/45 R17
,Audi,Q5,3.0L V6 TDI 239 hp DPF quattro S-tronic 7,7.5,2967,235/60 R18
,Nissan,Qashqai +2 Acenta,1.5L dCi 105 hp,5.7,1461,215/60 R17
,Renault,Megane 2 (2006) Dyn,2.0L dCi 150 hp,5.4,1995,205/55 R16
,Renault,Grand Scénic 7 pl.,2.0L 140 hp hpT,7.7,1997,205/60 R16
,Citroen,C2 Stop&Start (2006),1.4L 90 hp,5.6,1361,185/55 R15
,Skoda,Roomster Style,1.4L 85 hp,6.8,1390,195/55 R15
,Renault,Laguna,1.6L 110 hp,7.6,1598,195/60 R16
,Citroen,C3,1.6L HDi 110 hp,4.5,1560,195/50 R16
,Volkswagen,New Beetle,1.8L T 150 hp,8.3,1781,205/55 R16 W
,Skoda,Octavia,1.4L TSI 122 hp,6.6,1390,195/65 R15
,Skoda,Superb,2.0L TDI 170 hp DPF DSG 6,6.1,1968,205/55 R16
,Nissan,Qashqai +2 Acenta,2.0L dCi 150 hp 4x4 AT,7.9,1995,215/60 R17
,Volkswagen,Eos,2.0L TSI 200 hp,8,1984,235/45 R17
,Volkswagen,Phaeton (2004),3.2L V6 240 hp,11.4,3189,235/60 R16 Y
,Skoda,Fabia Combi,1.4L 85 hp,6.5,1390,185/60 R14
,Skoda,Superb Elegance,2.0L TDI 170 hp DPF DSG 6 4x4,6.4,1968,225/45 R17
,Nissan,Qashqai,1.5L dCi 105 hp,5.2,1461,215/65 R16
,Seat,Altea XL,1.4L TSI 125 hp,6.4,1390,205/55 R16
,Volkswagen,Golf Variant Bluemotion,1.9L TDI 105 hp,4.6,1896,205/55 R16
,Seat,Cordoba,1.4L TDI 80 hp,4.6,1422,195/55 R15
,Volkswagen,Touran,1.4L TSI 140 hp DSG 6,7.5,1390,195/65 R15
,Renault,Laguna Dyn.,2.0L 140 hp,7.9,1997,215/50 R17
,Nissan,Qashqai Acenta,2.0L 140 hp hpT,7.9,1997,215/60 R17
,Volkswagen,Scirocco,2.0L TDI 170 hp,5.3,1968,225/45 R17
,Volkswagen,Passat Bluemotion,2.0L TDI CR 110 hp DPF,4.9,1968,205/55 R16 91 H
,Renault,Clio,1.2L 75 hp,5.9,1149,165/65 R15
,Citroen,C8,2.2L HDi FAP 173 hp AT,8.2,2179,215/60 R16 H
,Volkswagen,Touareg Indiv.,3.0L V6 TDI 240 hp Tiptronic,9.9,2967,275/45 R18
,Renault,Modus,1.2L 75 hp,5.9,1149,165/65 R15
,Peugeot,3008,2.0L HDi FAP 150 hp,5.6,1997,215/60 R16
,Seat,Leon,1.4L 85 hp,6.9,1390,195/65 R15
,Seat,Ibiza SportCoupé,1.6L 105 hp DSG 7,6.2,1598,185/60 R15
,Audi,A3 Ambiente,1.4L TFSI 125 hp,5.9,1390,225/45 R17
,Mitsubishi,Colt (2004),1.3L 95 hp,5.8,1332,175/65 R14
,Audi,A5 Cabrio,3.0L V6 TDI 239 hp DPF quattro S-tronic 7,6.8,2967,225/50 R17
,Audi,A4 Allroad,3.0L V6 TDI 240 hp DPF quattro S-tronic 7,7.1,2967,225/55 R17
,Citroen,C4 Picasso VTN@V,2.0L HDi FAP 135 hp AMT,6,1997,215/50 R17
,Volkswagen,Crosspolo,1.4L 75 hp,6.7,1390,215/40 R17 Z
,Volkswagen,Jetta,2.0L TDI 140 hp,5.5,1968,205/55 R16
,Audi,A5,3.2L V6 FSI 265 hp quattro tiptronic,9.2,3123,225/50 R17
,Volkswagen,Golf (2007) Sportline,1.9L TDI 105 hp 4Motion,5.8,1896,205/55 R16
,Peugeot,207,1.4L 75 hp,6.3,1361,185/65 R15
,Renault,Megane 3 Berline Dyn,1.6L 110 hp,6.9,1598,205/55 R16
,Citroen,C4 Picasso VTN@V,1.6L VTi 120 hp,7.5,1598,215/50 R17
,Volkswagen,Touran Sport,2.0L TDI 140 hp DSG 6,6.5,1968,225/45 R17
,Audi,A3 Cabrio Ambition,2.0L TFSI 200 hp,7.2,1984,225/45 R17
,Volkswagen,Golf Plus,1.4L TSI 122 hp,6.5,1390,195/65 R15
,Nissan,Qashqai +2,1.5L dCi 105 hp,5.7,1461,215/65 R16
,Volkswagen,Phaeton (2004),3.2L V6 240 hp Tiptronic,12.1,3189,235/60 R16 Y
,Audi,TT Roadster,2.0L TFSI 200 hp quattro S-tronic 6,7.8,1984,225/55 R16
,Skoda,Octavia RS,2.0L TSI 200 hp DSG 6,7.7,1984,225/45 R17
,Renault,Grand Scénic (2006) 7 pl.,1.9L dCi 130 hp AT,7.1,1870,205/60 R16
,Volkswagen,Eos,1.4L TSI 122 hp,6.5,1390,235/45 R17
,Volkswagen,Touran Sport,1.4L TSI 140 hp,7.4,1390,225/45 R17
,Skoda,Octavia Combi,1.8L TSI 160 hp DSG 7,6.6,1798,205/55 R16
,Citroen,C4,1.4L 90 hp,6.4,1361,195/65 R15
,Peugeot,407 SW,2.0L HDi FAP 136 hp AT,7.2,1997,215/55 R17
,Renault,Clio Grand Tour,1.5L dCi 85 hp,4.4,1461,185/60 R15
,Skoda,Fabia Sport,1.6L 105 hp Tiptronic,7.6,1598,195/55 R15
,Seat,Alhambra Ecomotive,2.0L TDI 140 hp,6,1968,195/60 R16
,Skoda,Fabia Combi,1.2L 70 hp 3 cyl.,5.9,1198,185/60 R14
,Mitsubishi,Pajero 5p. Intense,3.2L DI-D 160 hp,9.3,3200,265/60 R18 110 H
,Seat,Leon Sport,2.0L TDI 140 hp,5.6,1968,225/45 R17
,Audi,A4,2.7L V6 TDI 190 hp DPF,6,2698,225/55 R16
,Citroen,C4 Picasso 7 pl.,2.0L HDi FAP 135 hp AMT,5.9,1997,215/55 R16
,Volkswagen,Touareg,6.0L W12 450 hp Tiptronic,15.7,5998,275/45 R19
,Skoda,Fabia Combi,1.6L 105 hp,6.9,1598,185/60 R14
,Audi,A4 Avant,2.7L V6 TDI 190 hp DPF,6.2,2698,225/55 R16
,Renault,Grand Espace Pri.,2.0L dCi 175 hp,7.6,1995,225/55 R17
,Audi,S5,4.2L V8 350 hp quattro,12.1,4163,245/40 R18
,Seat,Ibiza (2006),1.4L TDI 80 hp 3 cyl.,4.6,1422,195/55 R15
,Volkswagen,Touran Sport,2.0L TDI 170 hp DSG 6,6.9,1968,225/45 R17
,Audi,A3 Ambiente,2.0L TDI 140 hp DPF,5.1,1968,225/45 R17
,Audi,A4,1.8L TFSI 160 hp,7.1,1798,225/55 R16
,Dacia,Sandero,1.5L dCi 70 hp,4.5,1461,185/65 R15
,Citroen,C4 coupé VTS,1.6L HDi FAP 110 hp,4.5,1560,205/55 R16
,Renault,Grand Scénic 7 pl.,2.0L dCi 160 hp,6.6,1995,225/50 R17 98 V
,Citroen,C3 Picasso,1.4L VTi 95 hp,6.9,1397,195/60 R15 T
