,Skoda,Fabia,1.4L TDI 80 hp 3cyl.,4.6,1422,185/60 R14
,Volkswagen,Golf Variant,1.4L TSI 122 hp,6.4,1390,205/55 R16
,Citroen,C2 Sensodrive (2006),1.6L 110 hp,6.3,1587,195/45 R16
,Renault,Grand Scénic (2006) 7 pl.,1.5L dCi 105 hp,5.4,1461,205/60 R16
,Renault,Megane 3 Berline Dyn,1.9L dCi 130 hp,5.1,1870,205/55 R16
,Citroen,C4 coupé,1.6L HDi 90 hp,4.4,1560,195/65 R15
,Nissan,Qashqai Tekna Sp.,2.0L 140 hp,8.1,1997,215/55 R18
,Citroen,C5,2.0L HDi FAP 138 hp,6,1997,225/60 R16
,Renault,Scénic (2006) 5 pl. Dyn,2.0L dCi 150 hp,5.8,1995,205/60 R16
,Volkswagen,Passat Variant R-Line,2.0L TDI CR 140 hp DPF,5.7,1968,235/45 R17
,Audi,A5 Cabrio,2.0L TFSI 211 hp multitronic,7.4,1984,225/50 R17
,Audi,TT,2.0L TDI 170 hp DPF quattro,5.3,1968,225/55 R16
,Volkswagen,Tiguan,2.0L TSI 200 hp 4Motion,8.9,1984,215/60 R17
,Citroen,C3 Sensodrive XTR,1.4L 90 hp,6,1361,185/60 R15
,Mitsubishi,L200 Double Cab.,2.5L DI-D 136 hp,8.6,2477,245/70 R16 111 S
,Renault,Clio Exc,1.5L dCi 85 hp,4.4,1461,195/50 R16
,Peugeot,207 SW,1.6L HDi 90 hp,4.5,1560,185/65 R15 H
,Dacia,Logan Break (2007),1.4L 75 hp,7.6,1390,185/65 R15
,Renault,Clio Grand Tour Exc,1.6L 110 hp AT,7.5,1598,195/50 R16
,Citroen,C3 pluriel (2002),1.4L 70 hp,6.8,1361,185/65 R15
,Renault,Scénic (2006) 5 pl. Dyn,1.5L dCi 85 hp,5.1,1461,205/55 R16
,Volkswagen,Golf Variant,2.0L TDI 140 hp DSG 6,5.8,1968,205/55 R16
,Seat,Leon,2.0L TDI 140 hp,5.6,1968,205/55 R16
,Audi,A4,2.0L TDI 120 hp DPF,5.1,1968,225/55 R16
,Volkswagen,Golf GTI (2007),2.0L TFSI 200 hp,8,1984,225/45 R17 W
,Volkswagen,Touran,1.4L TSI 140 hp,7.4,1390,195/65 R15
,Seat,Ibiza SportCoupé Cupra,1.4L TSI 180 hp DSG 7,6.7,1390,215/40 R17
,Seat,Toledo Sport-up,2.0L TDI 170 hp,6.2,1968,225/45 R17
,Skoda,Roomster Sport,1.6L 105 hp Tiptronic,8.1,1598,205/45 R16
,Peugeot,807,2.0L HDi 136 hp FAP,7.1,1997,215/60 R16
,Audi,S3,2.0L TFSI 265 hp quattro,8.5,1984,225/40 R18 92 Y
,Nissan,Note,1.4L 88 hp,6.3,1386,185/65 R15
,Audi,A3 Cabrio,2.0L TFSI 200 hp,7.2,1984,205/55 R16
,Renault,Espace,2.0L dCi 130 hp,6.8,1995,225/55 R17
,Seat,Exeo ST Sport,1.8L 150 hp,8.1,1781,225/45 R17
,Volkswagen,Touareg Indiv.,3.6L V6 FSI 280 hp Tiptronic,13.3,3598,275/45 R18
,Citroen,C4 Picasso Excl. +,1.6L HDi FAP 110 hp,5.6,1560,215/45 R18
,Seat,Alhambra,1.9L TDI 115 hp Tiptronic,7.4,1896,215/55 R16
,Renault,Megane 2 Grand Tour Dyn,1.5L dCi 80 hp,4.6,1461,205/55 R16
,Peugeot,207 CC,1.6L VTi 120 hp AT,7.2,1598,195/55 R16 V
,Volkswagen,Golf GTD,2.0L TDI CR 170 hp DPF DSG 6,5.6,1968,225/45 R17
,Renault,Vel Satis,3.5L V6 240 hp AT,11.5,3498,245/45 R18
,Seat,Exeo,1.6L 102 hp,7.5,1595,205/55 R16
,Mitsubishi,Colt Invite (2004),1.5L DI-D 95 hp,4.6,1493,195/50 R15
,Renault,Clio,1.5L dCi 85 hp,4.4,1461,185/60 R15
,Renault,Laguna,2.0L T 170 hp AT,8.8,1998,215/50 R17
,Audi,A3,2.0L TDI 140 hp DPF,5.1,1968,205/55 R16
,Renault,Laguna Coupé,2.0L dCi 175 hp,5.7,1995,215/50 R17
,Citroen,C2 VTR Sensodrive (2006),1.4L HDi 70 hp,4.2,1399,185/55 R15
,Audi,A3 Cabrio Ambition,2.0L TFSI 200 hp,7.3,1984,225/45 R17
,Peugeot,807,2.2L HDi 170 hp FAP AT,8.2,2179,215/60 R16
,Peugeot,407 coupé,2.2L 163 hp,9.2,2231,215/55 R17 W
,Renault,Laguna Dyn.,2.0L dCi 150 hp AT,7,1995,215/50 R17
,Audi,A4 Avant,2.0L TFSI 180 hp multitronic,7.3,1984,225/55 R16
,Renault,Megane 2 CC,1.9L dCi 120 hp,5.5,1870,195/65 R15
,Nissan,Qashqai +2 Tekna Sp.,2.0L dCi 150 hp 4x4,7,1995,215/55 R18
,Skoda,Fabia Sport,1.9L TDI 105 hp,4.9,1896,195/55 R15
,Renault,Megane 3 Coupé,1.5L dCi 105 hp,4.5,1461,205/55 R16
,Nissan,Tiida,1.6L 110 hp,6.9,1598,195/65 R15
,Volkswagen,Polo,1.6L 105 hp,6.7,1598,185/60 R14 H
,Renault,Grand Scénic (2006) 7 pl.,2.0L dCi 150 hp AT,7.2,1995,205/60 R16
,Citroen,C4 Picasso,1.6L VTi 120 hp,7.4,1598,215/55 R16
,Citroen,C5,2.0L HDi FAP 140 hp,5.8,1997,225/55 R17
,Volkswagen,Passat,2.0L TDI CR 110 hp DPF,5.5,1968,215/55 R16
,Volkswagen,Caddy Bluemotion,1.9L TDI 104 hp,5.7,1896,195/65 R15
,Seat,Leon Sport,2.0L TDI 140 hp DSG 6,5.7,1968,225/45 R17
,Mitsubishi,Colt CZC,1.5L T 145 hp,7.1,1468,205/45 R16
,Citroen,C5 S,2.0L HDi FAP 138 hp,6,1997,225/55 R17
,Volkswagen,Touran,1.6L 102 hp,8.1,1595,195/65 R15
,Renault,Megane 2 Grand Tour,1.5L dCi 80 hp,4.6,1461,195/65 R15
,Renault,Koleos,2.5L 170 hp 4x2,9.6,2488,225/60 R17 99 H
,Nissan,Qashqai,2.0L dCi 150 hp 4x4,6.9,1995,215/65 R16
,Volkswagen,Golf GTI,2.0L TSI 210 hp,7.3,1984,225/45 R17
,Audi,A3,1.8L TFSI 160 hp S-tronic 7,6.6,1798,205/55 R16
,Volkswagen,Polo (2009),1.6L TDI 105 hp,4.2,1598,185/60 R15 T
,Volkswagen,Passat Variant,2.0L TDI CR 140 hp DPF,5.7,1968,215/55 R16
,Peugeot,207,1.4L HDi 70 hp,4.4,1399,185/65 R15
,Volkswagen,Golf,1.6L TDI CR 105 hp DPF,4.1,1598,195/65 R15
,Audi,A3 Cabrio Ambition,1.6L 102 hp,7,1595,225/45 R17
,Peugeot,308 Sport,1.6L HDi 90 hp,4.5,1560,205/55 R16
,Volkswagen,Caddy,1.4L 80 hp,7.9,1390,195/65 R15
,Citroen,C4 Picasso,2.0L HDi FAP 135 hp AMT,5.9,1997,215/55 R16
,Audi,A3 Cabrio Ambition,2.0L TDI 140 hp DPF S-tronic 6,5.6,1968,225/45 R17
,Peugeot,407,1.6L Hdi FAP 110 hp,4.9,1560,205/60 R16
,Renault,Clio Exc,1.2L TCe 100 hp,5.8,1149,195/50 R16
,Renault,Laguna,2.0L dCi 175 hp,6.5,1995,215/50 R17
,Volkswagen,Golf GTI (2007),2.0L TFSI 200 hp DSG 6,7.9,1984,225/45 R17 W
,Volkswagen,Sharan,1.8L T 150 hp,9.4,1781,205/60 R15 H
,Renault,Laguna,2.0L dCi 150 hp,6,1995,205/60 R16
,Renault,Laguna,2.0L 140 hp,7.6,1997,205/60 R16
,Audi,A3,1.9L TDIe 105 hp DPF,4.5,1896,205/55 R16
,Nissan,Qashqai +2 Tekna Sp.,2.0L 140 hp hpT 4x4,8.5,1997,215/55 R18
,Peugeot,308 CC Sport,1.6L THP 140 hp AT,8.1,1598,225/40 R18
,Nissan,Qashqai +2,2.0L dCi 150 hp,6.7,1995,215/65 R16
,Peugeot,3008,1.6L THP 150 hp,7.4,1598,215/60 R16
,Renault,Clio Grand Tour,1.5L dCi 70 hp,4.5,1461,185/60 R15
,Citroen,C3,1.4L 73 hp,6.1,1361,175/65 R14
,Mitsubishi,Outlander,2.4L 170 hp hpT,9.3,2360,225/55 R18
,Skoda,Roomster,1.4L TDI 80 hp 3 cyl.,5.1,1422,195/55 R15
,Skoda,Octavia Combi,1.9L TDI 105 hp DSG 6,5.9,1896,195/65 R15
,Nissan,Qashqai +2 Acenta,1.6L 115 hp,7,1598,215/60 R17
,Skoda,Octavia Combi RS,2.0L TDI CR 170 hp DPF,5.7,1968,225/45 R17
,Volkswagen,Passat Variant R-Line,2.0L TDI CR 140 hp DPF 4Motion,6.1,1968,235/45 R17
,Peugeot,4007,2.4L 170 hp hpT,9.3,2360,225/55 R18
,Peugeot,207 SW Outdoor,1.6L HDi FAP 110 hp,5,1560,205/55 R16 V
,Seat,Ibiza SportCoupé Ecomotive,1.4L TDI 80 hp DPF 3 cyl.,3.7,1422,175/70 R14
,Volkswagen,Golf Variant,1.4L TSI 122 hp DSG 7,6.3,1390,205/55 R16
,Seat,Leon,1.9L TDI 105 hp DPF DSG 6,5.8,1896,205/55 R16
,Skoda,Fabia,1.4L 85 hp,6.5,1390,185/60 R14
,Seat,Ibiza (2006),1.4L 100 hp,6.6,1390,195/55 R15
,Skoda,Octavia Combi Laurin&Klement,1.8L TSI 160 hp DSG 7,6.6,1798,225/45 R17
,Skoda,Fabia,1.2L 70 hp 3 cyl.,5.9,1198,165/70 R14
,Volkswagen,Touran Sport,2.0L TDI 140 hp,6,1968,225/45 R17
,Volkswagen,Touran Advance,1.4L TSI 140 hp DSG 6,7.5,1390,205/55 R16
,Skoda,Fabia Young,1.2L 60 hp 3 cyl.,5.9,1198,185/60 R14
,Seat,Alhambra,2.0L TDI 140 hp,6.6,1968,215/55 R16
,Volkswagen,Passat Variant,2.0L TDI CR 140 hp DPF DSG 6,6.1,1968,215/55 R16
,Renault,Megane 2 Grand Tour Dyn,1.6L 110 hp,6.9,1598,205/55 R16
,Audi,A4 Avant,1.8L TFSI 120 hp,7.2,1798,225/55 R16
,Renault,Laguna Coupé GT,2.0L T 205 hp,8.2,1998,225/45 R18
,Seat,Ibiza (2006) Sport,1.4L 100 hp,6.6,1390,205/45 R16
,Audi,A4 Avant,2.0L TDI 143 hp DPF multitronic,6,1968,225/55 R16
,Renault,Scenic Dyn,1.5L dCi 105 hp,4.9,1461,205/60 R16
,Renault,Kangoo Bebop,1.5L dCi 105 hp,5.4,1461,205/60 R16
,Mitsubishi,Lancer Ralliart,2.0L T 240 hp,10,1998,215/45 R18
,Citroen,C3 (2002),1.4L 73 hp AT,7.1,1361,185/60 R15
,Mitsubishi,Lancer Sportback,2.0L DI-D 140 hp,6.3,1968,205/60 R16
,Skoda,Superb,2.0L TDI 170 hp DPF DSG 6 4x4,6.4,1968,205/55 R16
,Audi,A4 Avant,2.0L TDI 143 hp DPF quattro,6.2,1968,225/55 R16
,Volkswagen,New Beetle Cab.,2.0L 116 hp,8.8,1984,205/55 R16 H
,Volkswagen,Touareg,3.6L V6 FSI 280 hp Tiptronic,13.3,3598,255/55 R18
,Audi,A4 Allroad,2.0L TFSI 211 hp quattro S-tronic 7,8.1,1984,225/55 R17
,Renault,Grand Espace,2.0L T 170 hp AT,10.3,1998,225/60 R16
,Seat,Altea Sport,1.4L TSI 125 hp,6.4,1390,225/45 R17
,Skoda,Fabia,1.4L TDI 70 hp 3 cyl.,4.8,1422,185/60 R14
,Audi,A5,2.0L TDI 170 hp DPF,5.1,1968,225/50 R17
,Citroen,C4 coupé VTN@V,1.6L HDi 90 hp,4.4,1560,205/50 R17
,Nissan,X-Trail XE,2.0L 141 hp,8.7,1997,215/65 R16
,Seat,Leon Cupra,2.0L TSI 240 hp,8.2,1984,225/40 R18
,Dacia,Sandero,1.6L 90 hp,7.2,1598,185/65 R15
,Volkswagen,New Beetle,2.3L V5 170 hp,8.9,2324,205/55 R16 V
,Volkswagen,Touran (2003) Trendline,1.9L TDI 100 hp,5.9,1896,205/55 R16
,Mitsubishi,Pajero 5p.,3.8L V6 250 hp,13.5,3828,265/60 R18 110 H
,Volkswagen,Crosspolo,1.4L TDI 70 hp 3 cyl.,4.9,1422,215/40 R17
,Seat,Leon FR,2.0L TDI CR 170 hp DPF DSG 6,5.7,1968,225/45 R17
,Skoda,Octavia Combi,1.8L TSI 160 hp,7,1798,205/55 R16
,Volkswagen,Caddy,1.9L TDI 75 hp,6,1896,195/65 R15
,Seat,Altea XL,1.9L TDI 105 hp,5.4,1896,195/65 R15
,Citroen,C3 (2002),1.6L 110 hp,6.5,1587,185/60 R15
,Citroen,C3 (2002),1.1L 60 hp,6,1124,165/70 R14
,Citroen,C4 Picasso VTN@V,1.6L HDi FAP 110 hp,5.6,1560,215/50 R17
,Peugeot,407 coupé Pack.,2.2L 163 hp,9.2,2231,235/45 R18 Y
,Peugeot,807 (2002) SV,2.2L HDi 130 hp,7.3,2179,215/65 R15 H
,Renault,Megane 2 CC,1.6L 110 hp,6.9,1598,195/65 R15
,Renault,Twingo,1.2L 75 hp AT,5.6,1149,165/65 R14
,Peugeot,308,1.6L VTi 120 hp,6.7,1598,195/65 R15
,Skoda,Fabia Combi,1.4L TDI 70 hp 3 cyl.,4.8,1422,165/70 R14
,Peugeot,207 Sport,1.6L VTi 120 hp,6.1,1598,195/55 R16
,Citroen,C4 Cool,1.6L HDi 90 hp,4.4,1560,205/55 R16
,Audi,A5,2.0L TDI 170 hp DPF quattro,5.7,1968,225/50 R17
,Nissan,Qashqai +2,2.0L dCi 150 hp 4x4 AT,7.9,1995,215/65 R16
,Peugeot,407 coupé,3.0L V6 210 hp,10.2,2946,235/45 R18 Y
,Peugeot,207 SW Outdoor,1.6L VTi 120 hp,6.4,1598,205/55 R16 V
,Renault,Espace,2.0L T 170 hp,9.6,1998,225/60 R16
,Renault,Vel Satis,2.0L dCi 150 hp,7.3,1995,225/55 R17
,Citroen,C4 VTN@V,1.6L HDi FAP 110 hp AMT,4.5,1560,205/50 R17
,Volkswagen,Touareg,2.5L TDI R5 174 hp,10.1,2461,255/55 R18
,Seat,Altea,1.8L TSI 160 hp,7.1,1798,225/45 R17
,Citroen,C5,2.0L 140 hp AT,8.9,1997,225/60 R16
,Seat,Ibiza (2006),1.2L 64 hp 3 cyl.,5.9,1198,195/55 R15
,Peugeot,207 CC,1.6L VTi 120 hp,6.5,1598,195/55 R16 V
,Volkswagen,Golf Sport,1.4L TSI 122 hp,6.2,1390,205/55 R16
,Renault,Clio Grand Tour Exc,1.2L TCe 100 hp,5.8,1149,195/50 R16
,Citroen,C4 Picasso VTN@V 7 pl.,1.6L THP 150 hp AMT,7.4,1598,215/50 R17
,Audi,A5,3.2L V6 FSI 265 hp quattro,9.1,3123,225/50 R17
,Nissan,Note Tekna,1.5L dCi 105 hp,5.1,1461,185/55 R16
,Audi,TT Roadster,3.2L V6 250 hp quattro S-tronic 6,9.5,3189,245/45 R17 95 Y
,Peugeot,308 Sport,1.6L HDi FAP 110 hp CMP,4.5,1560,205/55 R16
,Volkswagen,Passat Variant R-Line,2.0L TDI CR 140 hp DPF DSG 6,6.1,1968,235/45 R17
,Seat,Altea Freetrack,2.0L TDI 140 hp DPF,6.1,1968,225/50 R17
,Citroen,C8 Captain chairs (2002),2.2L HDi 130 hp,7.4,2179,215/65 R15 H
,Seat,Ibiza,1.9L TDI 105 hp DPF,4.5,1896,185/60 R15
,Volkswagen,Caddy,1.9L TDI 104 hp,6.2,1896,195/65 R15
,Nissan,Micra,1.5L dCi 86 hp,4.6,1461,165/70 R14
,Skoda,Scoot,1.8L TSI 160 hp,7.8,1798,225/50 R17
,Skoda,Octavia Laurin&Klement,1.8L TSI 160 hp DSG 7,6.6,1798,225/45 R17
,Volkswagen,Touran,2.0L TDI 170 hp DSG 6,6.9,1968,205/55 R16
,Seat,Altea XL Sport,2.0L TDI 140 hp DSG 6,6,1968,225/45 R17
,Renault,Modus Exc,1.6L 110 hp AT,7.6,1598,185/55 R16
,Renault,Scénic (2006) 5 pl. Dyn,1.5L dCi 105 hp,5.2,1461,205/55 R16
,Volkswagen,Golf Variant,1.6L 102 hp,7.4,1595,205/55 R16
,Mitsubishi,Pajero 3p. Intense,3.2L DI-D 160 hp,9.2,3200,265/60 R18 110 H
,Volkswagen,Golf,1.6L 102 hp,7.1,1595,195/65 R15
,Volkswagen,Golf Plus Sport,2.0L TDI CR 140 hp DPF DSG 6,5.6,1968,205/55 R16
,Volkswagen,Polo (2009),1.4L 86 hp DSG 7,5.8,1390,185/60 R15 T
,Renault,Grand Scénic (2006) 7 pl.,1.6L 110 hp,7.9,1598,205/60 R16
,Nissan,Note,1.5L dCi 86 hp,4.9,1461,185/65 R15
,Volkswagen,Scirocco,1.4L TSI 122 hp,6.4,1390,205/50 R17
,Seat,Exeo,1.8L 150 hp,7.9,1781,205/55 R16
,Citroen,C3 Excl.,1.4L HDi 70 hp,4.4,1399,185/60 R15
,Renault,Clio RS 3p.,2.0L 200 hp,8.3,1998,215/45 R17
,Nissan,Qashqai +2 Tekna Sp.,1.5L dCi 105 hp,5.7,1461,215/55 R18
,Renault,Grand Scénic 5 pl. Dyn,1.9L dCi 130 hp,5.5,1870,205/60 R16
,Renault,Vel Satis,2.0L T 170 hp AT,9.9,1998,255/55 R17
,Volkswagen,Fox,1.4L TDI 70 hp 3 cyl.,4.9,1422,185/60 R14 H
,Volkswagen,Passat CC,2.0L TDI 170 hp DPF,5.6,1968,235/45 R17
,Seat,Exeo,2.0L TDI CR 170 DPF hp,5.9,1968,225/45 R17
,Seat,Ibiza Ecomotive,1.4L TDI 80 hp DPF 3 cyl.,3.7,1422,175/70 R14
,Audi,TT,2.0L TFSI 200 hp,7.7,1984,225/55 R16
,Audi,A4 Avant,1.8L TFSI 160 hp quattro,7.7,1798,225/55 R16
,Audi,A4 Allroad,3.0L V6 TDI 240 hp DPF quattro,7.2,2967,225/55 R17
